keyword,keyword_group,url,estimated_daily_traffic,coverage traffic,latest_date,avg_rank,pagepath,custom_page_cate_id,custom_page_page_id,custom_page_province_id,custom_page_district_id,custom_page_ward_id,type,Cateype,search_by_location,include_gia,region,dup_check
Opal Riverside,Project Name - HCM,/ban-can-ho-chung-cu-opal-riverside,13.99872317,0.426367943,44461,1.423076923,/ban-can-ho-chung-cu-opal-riverside,324,275,SG,71,,non-detect,chung cư,non_detect,khong_gia,HCM,1
park kiara,Project Name - Hanoi,/ban-can-ho-chung-cu-park-kiara,13.9465474,0.427059026,44461,2,/ban-can-ho-chung-cu-park-kiara,324,275,HN,15,,non-detect,chung cư,non_detect,khong_gia,HN,1
Opal Boulevard,Project Name - Other Cities,/ban-can-ho-chung-cu-opal-boulevard,13.8824377,0.427746933,44461,3.125,/ban-can-ho-chung-cu-opal-boulevard,324,275,BD,158,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Scenic Valley,Project Name - HCM,/ban-can-ho-chung-cu-scenic-valley,13.85079324,0.428433271,44434,1.125,/ban-can-ho-chung-cu-scenic-valley,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
HC Golden City,Project Name - Hanoi,/ban-can-ho-chung-cu-hc-golden-city,13.844606,0.429119303,44461,1.173076923,/ban-can-ho-chung-cu-hc-golden-city,324,275,HN,9,,non-detect,chung cư,non_detect,khong_gia,HN,1
harmony square,New project,/ban-can-ho-chung-cu-harmony-square,13.81567478,0.429803901,44461,1.1,/ban-can-ho-chung-cu-harmony-square,,,,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Q7 Saigon Riverside,Project Name - HCM,/ban-can-ho-chung-cu-q7-saigon-riverside,13.80539591,0.43048799,44461,2.442307692,/ban-can-ho-chung-cu-q7-saigon-riverside,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Thanh Hóa,Property Type + Location,/nha-dat-ban-thanh-hoa,13.79072143,0.431171351,44461,1.211538462,/nha-dat-ban-thanh-hoa,,86,TH,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Quy Nhơn,Property Type + Location,/nha-dat-ban-quy-nhon-bdd,13.76566048,0.431853471,44461,1.862745098,/nha-dat-ban-quy-nhon-bdd,,86,BDD,155,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư Tân Phú,Property Type + Location,/ban-can-ho-chung-cu-tan-phu,13.76044032,0.432535332,44461,1.182692308,/ban-can-ho-chung-cu-tan-phu,,,,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Bán nhà Hải Phòng,For Sale - City,/ban-nha-rieng-hai-phong,13.75674126,0.43321701,44461,1.463414634,/ban-nha-rieng-hai-phong,,,,,,For Sale,nha_general,Province,khong_gia,Others/non-detect,1
chung cư Quận 10,Property Type + Location,/ban-can-ho-chung-cu-quan-10,13.6958917,0.433895673,44461,1.201923077,/ban-can-ho-chung-cu-quan-10,324,275,SG,62,,non-detect,chung cư,quan,khong_gia,Others/non-detect,1
the river thủ thiêm,New project,/ban-can-ho-chung-cu-the-river-thu-thiem,13.694854,0.434574284,44461,4.5,/ban-can-ho-chung-cu-the-river-thu-thiem,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
thuê nhà nguyên căn hà nội,For Rent - City,/cho-thue-nha-rieng-ha-noi,13.5734822,0.435246881,44461,1.2,/cho-thue-nha-rieng-ha-noi,52,286,HN,,,For Rent,nha_general,Province,khong_gia,Others/non-detect,1
Sky 9,Project Name - HCM,/ban-can-ho-chung-cu-sky-9,13.49522321,0.4359156,44461,1.144230769,/ban-can-ho-chung-cu-sky-9,324,275,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Sun Grand City,Project Name - Hanoi;Project Name - Other Cities,/ban-can-ho-chung-cu-sun-grand-city,13.48275252,0.436583701,44461,2.038461538,/ban-can-ho-chung-cu-sun-grand-city,324,275,HN,6,,non-detect,chung cư,non_detect,khong_gia,HN,1
Flora Novia,Project Name - HCM,/ban-can-ho-chung-cu-flora-novia,13.44026211,0.437249696,44461,1.653846154,/ban-can-ho-chung-cu-flora-novia,324,275,null,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Bán nhà Bình Thạnh,For sale - HCM;For Sale - Key District,/nha-dat-ban-binh-thanh,13.40930606,0.437914158,44461,1.288461538,/nha-dat-ban-binh-thanh,,,,,,For Sale,nha_general,quan,khong_gia,HCM,1
k35 tân mai,Project Name - Hanoi,/ban-can-ho-chung-cu-khu-nha-o-quan-doi-k35-tan-mai,13.300347,0.43857322,44461,2,/ban-can-ho-chung-cu-khu-nha-o-quan-doi-k35-tan-mai,324,275,HN,8,,non-detect,chung cư,non_detect,khong_gia,HN,1
terra an hưng,New project,/ban-can-ho-chung-cu-the-terra-an-hung,13.300347,0.439232283,44461,2,/ban-can-ho-chung-cu-the-terra-an-hung,324,275,HN,15,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Bình Minh Garden,Project Name - Hanoi,/ban-nha-biet-thu-lien-ke-binh-minh-garden,13.02853692,0.439877876,44461,2.921568627,/ban-nha-biet-thu-lien-ke-binh-minh-garden,325,277,HN,9,,non-detect,chung cư,non_detect,khong_gia,HN,1
Lavita Garden,Project Name - HCM,/ban-can-ho-chung-cu-lavita-garden,12.99196332,0.440521658,44461,2.201923077,/ban-can-ho-chung-cu-lavita-garden,324,275,SG,71,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Bán đất Bình Dương,For Sale - City,/ban-dat-binh-duong,12.97126236,0.441164413,44461,1.317307692,/ban-dat-binh-duong,283,280,BD,,,For Sale,dat,Province,khong_gia,Others/non-detect,1
Cho thue can ho,For Rent - General,/cho-thue-can-ho-chung-cu,12.94244056,0.441805741,44461,2.295918367,/cho-thue-can-ho-chung-cu,326,285,null,,,non-detect,"nghi duong, trang trai, khac",non-detect,khong_gia,Others/non-detect,1
centana thủ thiêm,Project Name - HCM,/ban-can-ho-chung-cu-centana-thu-thiem,12.7655949,0.442438305,44461,2.1,/ban-can-ho-chung-cu-centana-thu-thiem,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Mulberry Lane,Project Name - Hanoi,/ban-can-ho-chung-cu-mulberry-lane,12.60891905,0.443063106,44461,1.25,/ban-can-ho-chung-cu-mulberry-lane,324,275,HN,15,,non-detect,chung cư,non_detect,khong_gia,HN,1
Opal Garden,Project Name - HCM,/ban-can-ho-chung-cu-opal-garden,12.59084505,0.443687011,44461,1.538461538,/ban-can-ho-chung-cu-opal-garden,324,275,SG,71,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Thăng Long Capital,Project Name - Hanoi,/ban-can-ho-chung-cu-thang-long-capital,12.56010733,0.444309393,44461,2,/ban-can-ho-chung-cu-thang-long-capital,324,275,HN,21,,non-detect,chung cư,non_detect,khong_gia,HN,1
Celadon City,Project Name - HCM,/ban-can-ho-chung-cu-celadon-city,12.47648592,0.444927631,44461,3.427184466,/ban-can-ho-chung-cu-celadon-city,324,275,SG,70,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Dolphin Plaza,Project Name - Hanoi,/ban-can-ho-chung-cu-dolphin-plaza,12.47183946,0.445545639,44461,1.278846154,/ban-can-ho-chung-cu-dolphin-plaza,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Nhà đất Thái Nguyên,Property Type + Location,/nha-dat-ban-thai-nguyen,12.45252065,0.446162689,44461,1.480769231,/nha-dat-ban-thai-nguyen,,86,TN,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
cienco 5 mê linh,Project Name - Hanoi,/ban-dat-nen-du-an-khu-do-thi-cienco-5-me-linh,12.31164,0.446772759,44461,1.4,/ban-dat-nen-du-an-khu-do-thi-cienco-5-me-linh,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Sunwah Pearl,Project Name - HCM,/ban-can-ho-chung-cu-sunwah-pearl,12.27674988,0.4473811,44461,2.403846154,/ban-can-ho-chung-cu-sunwah-pearl,324,275,SG,66,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Cho thuê căn hộ,For Rent - General,/cho-thue-can-ho-chung-cu,12.19900353,0.447985589,44461,2.415841584,/cho-thue-can-ho-chung-cu,326,285,null,,,For Rent,chung cư,non_detect,khong_gia,Others/non-detect,1
Eco Green Sài Gòn,Project Name - HCM,/ban-can-ho-chung-cu-eco-green-sai-gon,12.18907171,0.448589585,44461,3.576923077,/ban-can-ho-chung-cu-eco-green-sai-gon,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Bình Chánh,Property Type + Location,/nha-dat-ban-binh-chanh,12.00915932,0.449184666,44461,1.460784314,/nha-dat-ban-binh-chanh,,86,SG,72,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Mua chung cư,For Sale - General,/ban-can-ho-chung-cu-tp-hcm,12.00896086,0.449779737,44461,2.115384615,/ban-can-ho-chung-cu-tp-hcm,324,227,SG,60,8783,For Sale,chung cư,non_detect,khong_gia,Others/non-detect,1
i home,Project Name - HCM,/ban-can-ho-chung-cu-i-home-1,11.87827465,0.450368333,44461,2.2,/ban-can-ho-chung-cu-i-home-1,324,275,SG,67,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Phúc An Garden,-,/ban-dat-nen-du-an-phuc-an-garden,11.78664672,0.450952388,44461,2.778846154,/ban-dat-nen-du-an-phuc-an-garden,,,,,,non-detect,"nghi duong, trang trai, khac",non-detect,khong_gia,Others/non-detect,1
Bán chung cư,For Sale - General,/ban-can-ho-chung-cu-ha-noi,11.74737903,0.451534497,44461,1.69047619,/ban-can-ho-chung-cu-ha-noi,,,,,,For Sale,chung cư,non_detect,khong_gia,Others/non-detect,1
Nhà đất Thủ Đức,Property Type + Location,/nha-dat-ban-thu-duc,11.73921672,0.452116202,44461,1.62745098,/nha-dat-ban-thu-duc,,,,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
dream home riverside,Project Name - HCM,/ban-can-ho-chung-cu-dream-home-riverside,11.7098068,0.45269645,44461,2.3,/ban-can-ho-chung-cu-dream-home-riverside,324,275,SG,60,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Phú Đông Premier,Project Name - Other Cities,/ban-can-ho-chung-cu-phu-dong-premier,11.67676792,0.45327506,44461,1.903846154,/ban-can-ho-chung-cu-phu-dong-premier,324,275,BD,158,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
đất Long Thành,Property Type + Location,/ban-dat-nen-du-an-long-thanh-dna,11.577056,0.45384873,44349,1,/ban-dat-nen-du-an-long-thanh-dna,40,279,DNA,238,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Eco Lake View,Project Name - Hanoi,/ban-can-ho-chung-cu-eco-lake-view,11.56941367,0.45442202,44461,1,/ban-can-ho-chung-cu-eco-lake-view,324,275,HN,8,,non-detect,chung cư,non_detect,khong_gia,HN,1
Tràng An Complex,Project Name - Hanoi,/ban-can-ho-chung-cu-trang-an-complex,11.56941367,0.454995311,44461,1,/ban-can-ho-chung-cu-trang-an-complex,324,275,HN,7,,non-detect,chung cư,non_detect,khong_gia,HN,1
đất Đông Anh,Property Type + Location,/ban-dat-dong-anh,11.56941367,0.455568602,44461,1,/ban-dat-dong-anh,283,280,HN,10,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
87 lĩnh nam,Project Name - Hanoi,/ban-can-ho-chung-cu-new-horizon-city-87-linh-nam,11.4975758,0.456138333,44461,1,/ban-can-ho-chung-cu-new-horizon-city-87-linh-nam,324,275,HN,8,,non-detect,chung cư,non_detect,khong_gia,HN,1
vinhomes quận 9,-,/ban-can-ho-chung-cu-vinhomes-grand-park-quan-9,11.48647312,0.456707514,44391,6.205128205,/ban-can-ho-chung-cu-vinhomes-grand-park-quan-9,,,,,,non-detect,"nghi duong, trang trai, khac",quan,khong_gia,Others/non-detect,1
Nhà đất Bắc Ninh,Property Type + Location,/nha-dat-ban-bac-ninh,11.47378447,0.457276066,44461,1.75,/nha-dat-ban-bac-ninh,,86,BN,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Mua nhà Đà Nẵng,For Sale - City,/ban-nha-rieng-da-nang,11.47222303,0.457844541,44461,1.878787879,/ban-nha-rieng-da-nang,,,,,,For Sale,nha_general,Province,khong_gia,Others/non-detect,1
Bán nhà Cầu Giấy,For sale - HN;For sale - Street;For Sale - Key District,/ban-nha-rieng-cau-giay,11.47160267,0.458412985,44461,1,/ban-nha-rieng-cau-giay,,,,,,For Sale,nha_general,quan,khong_gia,HN,1
Bán đất Nhơn Trạch,For Sale - Key District,/ban-dat-nhon-trach-dna,11.47160267,0.458981429,44461,1,/ban-dat-nhon-trach-dna,283,280,DNA,239,,For Sale,dat,quan,khong_gia,Others/non-detect,1
Bán đất Sóc Sơn,For sale - HN;For Sale - Key District,/ban-dat-soc-son,11.47160267,0.459549873,44461,1,/ban-dat-soc-son,283,280,HN,12,,For Sale,dat,quan,khong_gia,HN,1
Chung cư Phúc Yên,Project Name - HCM;Property Type + Location,/ban-can-ho-chung-cu-chung-cu-phuc-yen,11.47160267,0.460118317,44461,1,/ban-can-ho-chung-cu-chung-cu-phuc-yen,324,275,SG,69,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,HCM,1
Five Star Kim Giang,Project Name - Hanoi,/ban-can-ho-chung-cu-five-star-kim-giang,11.47160267,0.460686761,44461,1,/ban-can-ho-chung-cu-five-star-kim-giang,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Nhà đất Hà Đông,-,/nha-dat-ban-ha-dong,11.47160267,0.461255205,44461,1,/nha-dat-ban-ha-dong,,,,,,non-detect,nha_general,non_detect,khong_gia,Others/non-detect,1
chung cư An Phú,Property Type + Location,/ban-can-ho-chung-cu-an-phu-apartment,11.47160267,0.461823649,44461,1,/ban-can-ho-chung-cu-an-phu-apartment,,,,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư m one quận 7,Property Type + Price,/ban-can-ho-chung-cu-m-one-nam-sai-gon,11.47160267,0.462392093,44461,1,/ban-can-ho-chung-cu-m-one-nam-sai-gon,324,275,SG,59,,non-detect,chung cư,quan,khong_gia,Others/non-detect,1
chung cư m-one quận 7,-,/ban-can-ho-chung-cu-m-one-nam-sai-gon,11.47160267,0.462960537,44461,1,/ban-can-ho-chung-cu-m-one-nam-sai-gon,324,275,SG,59,,non-detect,chung cư,quan,khong_gia,Others/non-detect,1
nhà đất hà đông,For sale - HN;For Sale - Key District;Property Type + Location,/nha-dat-ban-ha-dong,11.47077267,0.463528939,44461,1,/nha-dat-ban-ha-dong,,,,,,non-detect,nha_general,quan,khong_gia,HN,1
chung cư tôn thất thuyết,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-ton-that-thuyet,11.4117874,0.46409442,44461,1,/ban-can-ho-chung-cu-chung-cu-ton-that-thuyet,324,275,SG,56,,non-detect,chung cư,non_detect,khong_gia,HCM,1
mua đất hà nội,For Sale - City,/ban-dat-ha-noi,11.4117874,0.4646599,44461,1,/ban-dat-ha-noi,283,280,HN,,,For Sale,dat,Province,khong_gia,Others/non-detect,1
Topaz Home,Project Name - HCM,/ban-can-ho-chung-cu-topaz-home,11.31764638,0.465220715,44461,1,/ban-can-ho-chung-cu-topaz-home,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
IA20 Ciputra,Project Name - Hanoi,/ban-can-ho-chung-cu-ia20-ciputra,11.25519938,0.465778435,44461,1.009615385,/ban-can-ho-chung-cu-ia20-ciputra,324,275,HN,718,,non-detect,chung cư,non_detect,khong_gia,HN,1
Mandarin Garden,Project Name - Hanoi,/ban-can-ho-chung-cu-mandarin-garden,11.20948504,0.466333891,44461,3.288461538,/ban-can-ho-chung-cu-mandarin-garden,324,275,HN,7,,non-detect,chung cư,non_detect,khong_gia,HN,1
nhà Quận 12,Property Type + Location,/ban-nha-rieng-quan-12,11.18241915,0.466888005,44461,1.561643836,/ban-nha-rieng-quan-12,,,,,,non-detect,nha_general,quan,khong_gia,Others/non-detect,1
Cho thue kho,For Rent - General,/cho-thue-kho-nha-xuong-dat-tp-hcm,11.16515728,0.467441264,44461,1.134615385,/cho-thue-kho-nha-xuong-dat-tp-hcm,,,,,,non-detect,nha_xuong_kho,non_detect,khong_gia,Others/non-detect,1
Nhà đất Quảng Ngãi,Property Type + Location,/nha-dat-ban-quang-ngai,11.15429101,0.467993985,44461,1.817307692,/nha-dat-ban-quang-ngai,,86,QNG,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Sunview Town,Project Name - HCM,/ban-can-ho-chung-cu-sunview-town,11.09107414,0.468543573,44461,2.076923077,/ban-can-ho-chung-cu-sunview-town,324,275,SG,71,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Richmond City,Project Name - HCM,/ban-can-ho-chung-cu-richmond-city,11.08866792,0.469093041,44461,2.576923077,/ban-can-ho-chung-cu-richmond-city,324,275,SG,66,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Dragon Village,Project Name - HCM,/ban-nha-biet-thu-lien-ke-dragon-village,11.06785835,0.469641479,44461,1.038461538,/ban-nha-biet-thu-lien-ke-dragon-village,325,277,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Bán nhà Tân Bình,For sale - HCM;For sale - HN;For sale - Street;For Sale - Key District;For Sale - Key Ward,/nha-dat-ban-tan-binh,11.0516109,0.470189111,44461,1.086538462,/nha-dat-ban-tan-binh,,86,SG,69,,For Sale,nha_general,quan,khong_gia,HCM,1
Jamona City,Project Name - HCM,/ban-can-ho-chung-cu-jamona-city,10.97573552,0.470732984,44461,1.778846154,/ban-can-ho-chung-cu-jamona-city,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
The Zei Mỹ Đình,Project Name - Hanoi,/ban-can-ho-chung-cu-the-zei-my-dinh,10.9664815,0.471276398,44461,2.650485437,/ban-can-ho-chung-cu-the-zei-my-dinh,324,275,HN,14,,non-detect,chung cư,non_detect,khong_gia,HN,1
chung cư Long Biên,Property Type + Location,/ban-can-ho-chung-cu-long-bien,10.933453,0.471818175,44461,1.115384615,/ban-can-ho-chung-cu-long-bien,,,,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Phú Quốc,Property Type + Location,/ban-dat-phu-quoc-kg,10.87640271,0.472357126,44461,1.115384615,/ban-dat-phu-quoc-kg,283,280,KG,360,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Hồng Hà Eco City,Project Name - Hanoi,/ban-can-ho-chung-cu-hong-ha-eco-city,10.84862791,0.4728947,44461,1.740384615,/ban-can-ho-chung-cu-hong-ha-eco-city,324,275,HN,13,,non-detect,chung cư,non_detect,khong_gia,HN,1
Khu dân cư Nam Long,Project Name - HCM,/ban-dat-nen-du-an-khu-dan-cu-nam-long,10.8291027,0.473431307,44461,2.307692308,/ban-dat-nen-du-an-khu-dan-cu-nam-long,40,279,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Marina Tower,Project Name - Other Cities,/ban-can-ho-chung-cu-marina-tower,10.76597851,0.473964786,44461,5.346153846,/ban-can-ho-chung-cu-marina-tower,324,275,BD,161,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Cho thuê kho,-,/cho-thue-kho-nha-xuong-dat-tp-hcm,10.70314997,0.474495151,44461,1.269230769,/cho-thue-kho-nha-xuong-dat-tp-hcm,,,,,,For Rent,nha_xuong_kho,non_detect,khong_gia,Others/non-detect,1
The Vista An Phú,Project Name - HCM,/ban-can-ho-chung-cu-the-vista-an-phu,10.67751824,0.475024246,44461,1.173076923,/ban-can-ho-chung-cu-the-vista-an-phu,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Seasons Avenue,Project Name - Hanoi,/ban-can-ho-chung-cu-seasons-avenue,10.62469085,0.475550724,44461,2.203883495,/ban-can-ho-chung-cu-seasons-avenue,324,275,HN,15,,non-detect,chung cư,non_detect,khong_gia,HN,1
đất La Gi,Property Type + Location,/nha-dat-ban-la-gi-bth,10.58764814,0.476075366,44461,1.221153846,/nha-dat-ban-la-gi-bth,,86,BTH,182,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Cityland Park Hills,Project Name - HCM,/ban-nha-biet-thu-lien-ke-cityland-park-hills,10.55433133,0.476598357,44461,2.721153846,/ban-nha-biet-thu-lien-ke-cityland-park-hills,325,277,SG,67,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Orchard Garden,Project Name - HCM,/ban-can-ho-chung-cu-orchard-garden,10.50583526,0.477118945,44461,1.125,/ban-can-ho-chung-cu-orchard-garden,324,275,SG,68,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Khai Sơn Hill,Project Name - Hanoi,/ban-nha-biet-thu-lien-ke-khai-son-hill,10.50380859,0.477639433,44461,1.25,/ban-nha-biet-thu-lien-ke-khai-son-hill,325,277,HN,9,,non-detect,chung cư,non_detect,khong_gia,HN,1
Saigon Garden Riverside Village,Project Name - HCM,/ban-dat-nen-du-an-saigon-garden-riverside-village,10.49662388,0.478159564,44461,2.884615385,/ban-dat-nen-du-an-saigon-garden-riverside-village,40,279,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Phúc An City,Project Name - Other Cities,/ban-dat-nen-du-an-phuc-an-city,10.42209089,0.478676003,44461,4.04950495,/ban-dat-nen-du-an-phuc-an-city,40,279,LA,419,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
precia quận 2,Project Name - HCM,/ban-can-ho-chung-cu-can-ho-precia-quan-2,10.346687,0.479188704,44461,1.2,/ban-can-ho-chung-cu-can-ho-precia-quan-2,324,275,SG,54,,non-detect,chung cư,quan,khong_gia,HCM,1
Bán nhà Quận 10,For sale - HCM;For Sale - Key District,/ban-nha-mat-pho-quan-10,10.3030744,0.479699245,44454,2.154639175,/ban-nha-mat-pho-quan-10,,,,,,For Sale,nha_general,quan,khong_gia,HCM,1
Riviera Point,Project Name - HCM,/ban-can-ho-chung-cu-riviera-point,10.27391254,0.480208341,44461,1.971153846,/ban-can-ho-chung-cu-riviera-point,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Bán nhà Hóc Môn,For sale - HCM;For Sale - Key District,/nha-dat-ban-hoc-mon,10.2130811,0.480714422,44461,1.269230769,/nha-dat-ban-hoc-mon,,,,,,For Sale,nha_general,quan,khong_gia,HCM,1
Thủ Thiêm Garden,Project Name - HCM,/ban-can-ho-chung-cu-thu-thiem-garden,10.18108377,0.481218918,44461,1,/ban-can-ho-chung-cu-thu-thiem-garden,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Tây Hồ Residence,Project Name - Hanoi,/ban-can-ho-chung-cu-tay-ho-residence,10.18108377,0.481723414,44461,1,/ban-can-ho-chung-cu-tay-ho-residence,324,275,HN,6,,non-detect,chung cư,non_detect,khong_gia,HN,1
VP5 Linh Đàm,Project Name - Hanoi,/ban-can-ho-chung-cu-vp5-linh-dam,10.18108377,0.48222791,44461,1,/ban-can-ho-chung-cu-vp5-linh-dam,324,275,HN,8,,non-detect,chung cư,non_detect,khong_gia,HN,1
đất Cần Giờ,Property Type + Location,/ban-dat-can-gio,10.1809519,0.482732399,44461,1,/ban-dat-can-gio,283,280,SG,73,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Huế,Property Type + Location,/nha-dat-ban-thua-thien-hue,10.17638567,0.483236662,44461,1.823529412,/nha-dat-ban-thua-thien-hue,,86,TTH,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
luxcity,Project Name - HCM,/ban-can-ho-chung-cu-can-ho-luxcity,10.1450978,0.483739375,44461,1,/ban-can-ho-chung-cu-can-ho-luxcity,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Bea Sky,Project Name - Hanoi,/ban-can-ho-chung-cu-bea-sky,10.1311532,0.484241397,44461,1.182692308,/ban-can-ho-chung-cu-bea-sky,324,275,HN,8,,non-detect,chung cư,non_detect,khong_gia,HN,1
Hateco Hoàng Mai,Project Name - Hanoi,/ban-can-ho-chung-cu-hateco-hoang-mai,10.13026297,0.484743374,44461,1.009615385,/ban-can-ho-chung-cu-hateco-hoang-mai,324,275,HN,8,,non-detect,chung cư,non_detect,khong_gia,HN,1
283 khương trung,Project Name - Hanoi,/ban-can-ho-chung-cu-star-tower-283-khuong-trung,10.1178666,0.485244738,44461,1,/ban-can-ho-chung-cu-star-tower-283-khuong-trung,324,275,HN,5,,non-detect,chung cư,non_detect,khong_gia,HN,1
chung cư Thanh Bình,Property Type + Location,/ban-can-ho-chung-cu-duong-nguyen-cao-phuong-vo-cuong/thanh-binh-bac-ninh-chu-dau-tu-an-phu-nhanh-gia-c-re-pr12431570,10.100611,0.485745246,44398,1,,,,,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Bán đất Cần Giờ,For sale - HCM;For Sale - Key District,/ban-dat-can-gio,10.09501123,0.486245477,44461,1,/ban-dat-can-gio,283,280,SG,73,,For Sale,dat,quan,khong_gia,HCM,1
Bán đất Long Biên,For sale - HN;For Sale - Key District,/ban-dat-long-bien,10.09501123,0.486745707,44461,1,/ban-dat-long-bien,283,280,HN,9,,For Sale,dat,quan,khong_gia,HN,1
Bán đất Quận 2,For sale - HCM;For Sale - Key District,/ban-dat-quan-2,10.09501123,0.487245938,44461,1,/ban-dat-quan-2,283,280,SG,54,,For Sale,dat,quan,khong_gia,HCM,1
Chung cư An Lạc,Project Name - Hanoi,/ban-can-ho-chung-cu-an-lac-phung-khoang,10.09501123,0.487746169,44461,1,/ban-can-ho-chung-cu-an-lac-phung-khoang,324,275,HN,14,,non-detect,chung cư,non_detect,khong_gia,HN,1
chung cư Vũng Tàu,Property Type + Location,/ban-can-ho-chung-cu-vung-tau-vt,10.09501123,0.4882464,44461,1,/ban-can-ho-chung-cu-vung-tau-vt,,,,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Long Biên,For sale - HN;For Sale - Key District;Property Type + Location,/ban-nha-rieng-long-bien,10.09434889,0.488746598,44461,1.376344086,/ban-nha-rieng-long-bien,,,,,,non-detect,nha_general,quan,khong_gia,HN,1
Vạn Phúc City,New project;Project Name - Other Cities,/ban-nha-biet-thu-lien-ke-khu-do-thi-van-phuc-city,10.08579245,0.489246372,44461,6.836538462,/ban-nha-biet-thu-lien-ke-khu-do-thi-van-phuc-city,325,277,SG,71,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
